,train_loss,train_acc,train_sen,train_spe,train_f1,train_cm,val_loss,val_acc,val_sen,val_spe,val_f1,val_cm,epoch_time
0,0.665331244468689,0.5774161735700197,0.55,0.5883977900552486,0.42675585284280937,"[[852 596]
 [261 319]]",0.6501468420028687,0.5971223021582733,0.32,0.6245059288537549,0.125,"[[158  95]
 [ 17   8]]",13.119761943817139
1,0.6498388648033142,0.5187376725838264,0.7213675213675214,0.4365904365904366,0.46373626373626375,"[[630 813]
 [163 422]]",0.7000664472579956,0.5215827338129496,0.72,0.5019762845849802,0.21301775147928995,"[[127 126]
 [  7  18]]",13.133242130279541
2,0.6449500918388367,0.527120315581854,0.7452667814113597,0.4395300621976503,0.4745205479452055,"[[636 811]
 [148 433]]",0.6946259140968323,0.539568345323741,0.72,0.5217391304347826,0.21951219512195122,"[[132 121]
 [  7  18]]",13.00694465637207
3,0.6361104249954224,0.5877712031558185,0.6217162872154116,0.574468085106383,0.4592496765847348,"[[837 620]
 [216 355]]",0.623693585395813,0.6546762589928058,0.44,0.6758893280632411,0.1864406779661017,"[[171  82]
 [ 14  11]]",13.023875713348389
4,0.6337427496910095,0.606508875739645,0.5505226480836237,0.6286107290233838,0.44195804195804195,"[[914 540]
 [258 316]]",0.5875636339187622,0.6906474820143885,0.44,0.7154150197628458,0.2037037037037037,"[[181  72]
 [ 14  11]]",13.077986717224121
5,0.6234330534934998,0.6079881656804734,0.6083788706739527,0.6078431372549019,0.45659603554340394,"[[899 580]
 [215 334]]",0.6063746213912964,0.6834532374100719,0.56,0.6956521739130435,0.2413793103448276,"[[176  77]
 [ 11  14]]",12.866591691970825
6,0.6165674924850464,0.5823471400394478,0.6529209621993127,0.553941908713693,0.4729309271935283,"[[801 645]
 [202 380]]",0.6206742525100708,0.6618705035971223,0.56,0.6719367588932806,0.22950819672131148,"[[170  83]
 [ 11  14]]",12.715532064437866
7,0.619106113910675,0.5631163708086785,0.6924398625429553,0.5110650069156293,0.47635933806146574,"[[739 707]
 [179 403]]",0.6468479633331299,0.6294964028776978,0.68,0.6245059288537549,0.24817518248175183,"[[158  95]
 [  8  17]]",12.489839792251587
8,0.6115685701370239,0.5823471400394478,0.7443478260869565,0.5182381280110117,0.5026423957721667,"[[753 700]
 [147 428]]",0.6469125151634216,0.6330935251798561,0.68,0.6284584980237155,0.25,"[[159  94]
 [  8  17]]",12.608373641967773
9,0.6014790534973145,0.6104536489151874,0.6797153024911032,0.5839017735334243,0.49163449163449163,"[[856 610]
 [180 382]]",0.5936053395271301,0.7050359712230215,0.64,0.7114624505928854,0.2807017543859649,"[[180  73]
 [  9  16]]",12.81195592880249
10,0.5970114469528198,0.6000986193293886,0.7028985507246377,0.5616531165311653,0.48897290485192185,"[[829 647]
 [164 388]]",0.5974614024162292,0.7014388489208633,0.6,0.7114624505928854,0.26548672566371684,"[[180  73]
 [ 10  15]]",13.066587209701538
11,0.592441201210022,0.6173570019723866,0.6777583187390543,0.5936856554564173,0.4993548387096774,"[[865 592]
 [184 387]]",0.587677538394928,0.7050359712230215,0.56,0.7193675889328063,0.2545454545454545,"[[182  71]
 [ 11  14]]",12.834385395050049
12,0.5952985286712646,0.584319526627219,0.7583187390542907,0.5161290322580645,0.5067290813341135,"[[752 705]
 [138 433]]",0.6419216990470886,0.6330935251798561,0.68,0.6284584980237155,0.25,"[[159  94]
 [  8  17]]",12.969452857971191
13,0.5860306620597839,0.6252465483234714,0.6845878136200717,0.6027210884353742,0.5013123359580053,"[[886 584]
 [176 382]]",0.583387017250061,0.7050359712230215,0.52,0.7233201581027668,0.24074074074074073,"[[183  70]
 [ 12  13]]",12.770856618881226
14,0.5824841856956482,0.611439842209073,0.6720142602495544,0.5882753919563736,0.4889753566796368,"[[863 604]
 [184 377]]",0.5819499492645264,0.7194244604316546,0.56,0.7351778656126482,0.2641509433962264,"[[186  67]
 [ 11  14]]",12.994710445404053
15,0.5792006254196167,0.5808678500986193,0.7262969588550984,0.5255275697753574,0.48856799037304455,"[[772 697]
 [153 406]]",0.6172192096710205,0.6618705035971223,0.64,0.6640316205533597,0.25396825396825395,"[[168  85]
 [  9  16]]",13.318405628204346
